tile,x,y,prediction,confidence
gridHE__20211011_160350_(3)tile_37_level1_7168-18432-8192-19456.png,7168,18432,0,0.84864
gridHE__20211011_160350_(3)tile_3540_level1_68608-60416-69632-61440.png,68608,60416,0,0.93822
gridHE__20211011_160350_(3)tile_4149_level1_80896-72704-81920-73728.png,80896,72704,1,0.49355
gridHE__20211011_160350_(3)tile_3006_level1_61440-15360-62464-16384.png,61440,15360,0,0.91287
gridHE__20211011_160350_(3)tile_4108_level1_79872-58368-80896-59392.png,79872,58368,1,0.68132
gridHE__20211011_160350_(3)tile_1468_level1_36864-47104-37888-48128.png,36864,47104,0,0.57780
gridHE__20211011_160350_(3)tile_633_level1_22528-14336-23552-15360.png,22528,14336,0,0.73576
gridHE__20211011_160350_(3)tile_1071_level1_29696-64512-30720-65536.png,29696,64512,0,0.99162
gridHE__20211011_160350_(3)tile_2364_level1_51200-71680-52224-72704.png,51200,71680,0,0.91422
gridHE__20211011_160350_(3)tile_114_level1_9216-44032-10240-45056.png,9216,44032,0,0.99586
gridHE__20211011_160350_(3)tile_1953_level1_45056-39936-46080-40960.png,45056,39936,1,0.64748
gridHE__20211011_160350_(3)tile_4267_level1_86016-72704-87040-73728.png,86016,72704,1,0.84573
gridHE__20211011_160350_(3)tile_36_level1_7168-17408-8192-18432.png,7168,17408,0,0.96369
gridHE__20211011_160350_(3)tile_1306_level1_33792-65536-34816-66560.png,33792,65536,0,0.90825
gridHE__20211011_160350_(3)tile_3638_level1_70656-18432-71680-19456.png,70656,18432,1,0.46507
gridHE__20211011_160350_(3)tile_3124_level1_62464-65536-63488-66560.png,62464,65536,1,0.47802
gridHE__20211011_160350_(3)tile_1911_level1_44032-63488-45056-64512.png,44032,63488,1,0.59816
gridHE__20211011_160350_(3)tile_2419_level1_52224-57344-53248-58368.png,52224,57344,0,0.60496
gridHE__20211011_160350_(3)tile_2922_level1_59392-75776-60416-76800.png,59392,75776,1,0.75119
gridHE__20211011_160350_(3)tile_1897_level1_44032-49152-45056-50176.png,44032,49152,1,0.85006
gridHE__20211011_160350_(3)tile_4194_level1_83968-52224-84992-53248.png,83968,52224,0,0.99860
gridHE__20211011_160350_(3)tile_159_level1_11264-20480-12288-21504.png,11264,20480,0,0.99464
gridHE__20211011_160350_(3)tile_1419_level1_35840-58368-36864-59392.png,35840,58368,1,0.82393
gridHE__20211011_160350_(3)tile_2207_level1_49152-39936-50176-40960.png,49152,39936,0,0.78709
gridHE__20211011_160350_(3)tile_3214_level1_64512-10240-65536-11264.png,64512,10240,0,0.92140
gridHE__20211011_160350_(3)tile_2846_level1_58368-71680-59392-72704.png,58368,71680,0,0.39848
gridHE__20211011_160350_(3)tile_2418_level1_52224-56320-53248-57344.png,52224,56320,0,0.72708
gridHE__20211011_160350_(3)tile_2556_level1_54272-58368-55296-59392.png,54272,58368,0,0.99439
gridHE__20211011_160350_(3)tile_302_level1_14336-57344-15360-58368.png,14336,57344,0,0.99973
gridHE__20211011_160350_(3)tile_2690_level1_56320-55296-57344-56320.png,56320,55296,0,0.95448
gridHE__20211011_160350_(3)tile_216_level1_12288-43008-13312-44032.png,12288,43008,0,0.98044
gridHE__20211011_160350_(3)tile_542_level1_20480-28672-21504-29696.png,20480,28672,0,0.97812
gridHE__20211011_160350_(3)tile_2330_level1_51200-34816-52224-35840.png,51200,34816,0,0.75273
gridHE__20211011_160350_(3)tile_3740_level1_71680-53248-72704-54272.png,71680,53248,1,0.52467
gridHE__20211011_160350_(3)tile_4224_level1_84992-57344-86016-58368.png,84992,57344,0,0.99897
gridHE__20211011_160350_(3)tile_1931_level1_45056-17408-46080-18432.png,45056,17408,0,0.76146
gridHE__20211011_160350_(3)tile_3225_level1_64512-21504-65536-22528.png,64512,21504,0,0.98525
gridHE__20211011_160350_(3)tile_1381_level1_35840-19456-36864-20480.png,35840,19456,1,0.90689
gridHE__20211011_160350_(3)tile_1451_level1_36864-29696-37888-30720.png,36864,29696,2,0.52904
gridHE__20211011_160350_(3)tile_3984_level1_76800-59392-77824-60416.png,76800,59392,1,0.44470
gridHE__20211011_160350_(3)tile_2069_level1_47104-28672-48128-29696.png,47104,28672,1,0.42582
gridHE__20211011_160350_(3)tile_1250_level1_32768-68608-33792-69632.png,32768,68608,0,0.57499
gridHE__20211011_160350_(3)tile_344_level1_15360-57344-16384-58368.png,15360,57344,0,0.99604
gridHE__20211011_160350_(3)tile_518_level1_19456-53248-20480-54272.png,19456,53248,0,0.98269
gridHE__20211011_160350_(3)tile_94_level1_9216-22528-10240-23552.png,9216,22528,0,0.94646
gridHE__20211011_160350_(3)tile_3742_level1_71680-55296-72704-56320.png,71680,55296,0,0.50010
gridHE__20211011_160350_(3)tile_725_level1_23552-54272-24576-55296.png,23552,54272,1,0.53530
gridHE__20211011_160350_(3)tile_2663_level1_56320-27648-57344-28672.png,56320,27648,0,0.96955
gridHE__20211011_160350_(3)tile_3193_level1_63488-62464-64512-63488.png,63488,62464,2,0.46489
gridHE__20211011_160350_(3)tile_2051_level1_46080-76800-47104-77824.png,46080,76800,1,0.91333
gridHE__20211011_160350_(3)tile_472_level1_18432-52224-19456-53248.png,18432,52224,0,0.87207
gridHE__20211011_160350_(3)tile_1135_level1_30720-70656-31744-71680.png,30720,70656,0,0.93595
gridHE__20211011_160350_(3)tile_1123_level1_30720-58368-31744-59392.png,30720,58368,1,0.95686
gridHE__20211011_160350_(3)tile_247_level1_13312-33792-14336-34816.png,13312,33792,0,0.97209
gridHE__20211011_160350_(3)tile_827_level1_25600-47104-26624-48128.png,25600,47104,0,0.95052
gridHE__20211011_160350_(3)tile_998_level1_28672-50176-29696-51200.png,28672,50176,0,0.71479
gridHE__20211011_160350_(3)tile_3802_level1_72704-53248-73728-54272.png,72704,53248,1,0.85908
gridHE__20211011_160350_(3)tile_1776_level1_41984-57344-43008-58368.png,41984,57344,1,0.71714
gridHE__20211011_160350_(3)tile_4143_level1_80896-66560-81920-67584.png,80896,66560,1,0.63530
gridHE__20211011_160350_(3)tile_2206_level1_49152-38912-50176-39936.png,49152,38912,1,0.56529
gridHE__20211011_160350_(3)tile_4316_level1_94208-83968-95232-84992.png,94208,83968,1,0.58354
gridHE__20211011_160350_(3)tile_3021_level1_61440-30720-62464-31744.png,61440,30720,0,0.97706
gridHE__20211011_160350_(3)tile_3595_level1_69632-45056-70656-46080.png,69632,45056,1,0.57111
gridHE__20211011_160350_(3)tile_3927_level1_75776-25600-76800-26624.png,75776,25600,1,0.60749
gridHE__20211011_160350_(3)tile_4068_level1_78848-60416-79872-61440.png,78848,60416,1,0.50440
gridHE__20211011_160350_(3)tile_951_level1_27648-60416-28672-61440.png,27648,60416,0,0.44088
gridHE__20211011_160350_(3)tile_2369_level1_51200-76800-52224-77824.png,51200,76800,1,0.76856
gridHE__20211011_160350_(3)tile_3452_level1_67584-43008-68608-44032.png,67584,43008,0,0.96138
gridHE__20211011_160350_(3)tile_644_level1_22528-25600-23552-26624.png,22528,25600,0,0.72662
gridHE__20211011_160350_(3)tile_3244_level1_64512-44032-65536-45056.png,64512,44032,0,0.96726
gridHE__20211011_160350_(3)tile_832_level1_25600-52224-26624-53248.png,25600,52224,0,0.77599
gridHE__20211011_160350_(3)tile_178_level1_11264-40960-12288-41984.png,11264,40960,0,0.93826
gridHE__20211011_160350_(3)tile_1174_level1_31744-49152-32768-50176.png,31744,49152,0,0.72030
gridHE__20211011_160350_(3)tile_1339_level1_34816-37888-35840-38912.png,34816,37888,0,0.80202
gridHE__20211011_160350_(3)tile_4010_level1_77824-29696-78848-30720.png,77824,29696,0,0.99207
gridHE__20211011_160350_(3)tile_1840_level1_43008-57344-44032-58368.png,43008,57344,1,0.50435
gridHE__20211011_160350_(3)tile_888_level1_26624-53248-27648-54272.png,26624,53248,0,0.68708
gridHE__20211011_160350_(3)tile_1089_level1_30720-22528-31744-23552.png,30720,22528,0,0.55105
gridHE__20211011_160350_(3)tile_171_level1_11264-32768-12288-33792.png,11264,32768,0,0.75860
gridHE__20211011_160350_(3)tile_3258_level1_64512-58368-65536-59392.png,64512,58368,1,0.78886
gridHE__20211011_160350_(3)tile_987_level1_28672-38912-29696-39936.png,28672,38912,0,0.50411
gridHE__20211011_160350_(3)tile_300_level1_14336-55296-15360-56320.png,14336,55296,0,0.99634
gridHE__20211011_160350_(3)tile_4116_level1_79872-67584-80896-68608.png,79872,67584,1,0.54188
gridHE__20211011_160350_(3)tile_1767_level1_41984-48128-43008-49152.png,41984,48128,1,0.53853
gridHE__20211011_160350_(3)tile_1525_level1_37888-45056-38912-46080.png,37888,45056,0,0.51348
gridHE__20211011_160350_(3)tile_720_level1_23552-49152-24576-50176.png,23552,49152,1,0.35615
gridHE__20211011_160350_(3)tile_3307_level1_65536-35840-66560-36864.png,65536,35840,0,0.97598
gridHE__20211011_160350_(3)tile_2213_level1_49152-46080-50176-47104.png,49152,46080,1,0.73497
gridHE__20211011_160350_(3)tile_1608_level1_38912-68608-39936-69632.png,38912,68608,0,0.99059
gridHE__20211011_160350_(3)tile_3353_level1_66560-8192-67584-9216.png,66560,8192,1,0.59742
gridHE__20211011_160350_(3)tile_1164_level1_31744-38912-32768-39936.png,31744,38912,0,0.92367
gridHE__20211011_160350_(3)tile_1463_level1_36864-41984-37888-43008.png,36864,41984,0,0.85832
gridHE__20211011_160350_(3)tile_1596_level1_38912-56320-39936-57344.png,38912,56320,1,0.64438
gridHE__20211011_160350_(3)tile_2721_level1_57344-16384-58368-17408.png,57344,16384,2,0.58236
gridHE__20211011_160350_(3)tile_4000_level1_76800-77824-77824-78848.png,76800,77824,1,0.58548
gridHE__20211011_160350_(3)tile_1320_level1_34816-18432-35840-19456.png,34816,18432,1,0.56390
gridHE__20211011_160350_(3)tile_2563_level1_54272-67584-55296-68608.png,54272,67584,1,0.50512
gridHE__20211011_160350_(3)tile_4283_level1_87040-54272-88064-55296.png,87040,54272,0,0.98307
gridHE__20211011_160350_(3)tile_3190_level1_63488-59392-64512-60416.png,63488,59392,2,0.41304
gridHE__20211011_160350_(3)tile_288_level1_14336-36864-15360-37888.png,14336,36864,0,0.98752
gridHE__20211011_160350_(3)tile_4234_level1_84992-73728-86016-74752.png,84992,73728,1,0.44677
gridHE__20211011_160350_(3)tile_1927_level1_45056-13312-46080-14336.png,45056,13312,0,0.81219
gridHE__20211011_160350_(3)tile_2427_level1_52224-67584-53248-68608.png,52224,67584,1,0.97919
gridHE__20211011_160350_(3)tile_3493_level1_68608-11264-69632-12288.png,68608,11264,0,0.83925
gridHE__20211011_160350_(3)tile_1679_level1_40960-14336-41984-15360.png,40960,14336,0,0.83426
gridHE__20211011_160350_(3)tile_1661_level1_39936-60416-40960-61440.png,39936,60416,1,0.86416
gridHE__20211011_160350_(3)tile_4095_level1_79872-21504-80896-22528.png,79872,21504,0,0.88004
gridHE__20211011_160350_(3)tile_3538_level1_68608-57344-69632-58368.png,68608,57344,2,0.91095
gridHE__20211011_160350_(3)tile_3131_level1_62464-73728-63488-74752.png,62464,73728,1,0.38439
gridHE__20211011_160350_(3)tile_48_level1_7168-30720-8192-31744.png,7168,30720,0,0.52533
gridHE__20211011_160350_(3)tile_104_level1_9216-32768-10240-33792.png,9216,32768,0,0.99148
gridHE__20211011_160350_(3)tile_4077_level1_78848-69632-79872-70656.png,78848,69632,0,0.54614
gridHE__20211011_160350_(3)tile_1266_level1_33792-23552-34816-24576.png,33792,23552,1,0.47430
gridHE__20211011_160350_(3)tile_1237_level1_32768-55296-33792-56320.png,32768,55296,1,0.77944
gridHE__20211011_160350_(3)tile_1191_level1_31744-68608-32768-69632.png,31744,68608,2,0.84378
gridHE__20211011_160350_(3)tile_1156_level1_31744-30720-32768-31744.png,31744,30720,0,0.95301
gridHE__20211011_160350_(3)tile_3748_level1_71680-64512-72704-65536.png,71680,64512,1,0.66001
gridHE__20211011_160350_(3)tile_754_level1_24576-27648-25600-28672.png,24576,27648,0,0.98063
gridHE__20211011_160350_(3)tile_3680_level1_70656-63488-71680-64512.png,70656,63488,1,0.73285
gridHE__20211011_160350_(3)tile_1277_level1_33792-34816-34816-35840.png,33792,34816,0,0.91894
gridHE__20211011_160350_(3)tile_872_level1_26624-36864-27648-37888.png,26624,36864,2,0.65375
gridHE__20211011_160350_(3)tile_3114_level1_62464-55296-63488-56320.png,62464,55296,0,0.63880
gridHE__20211011_160350_(3)tile_1904_level1_44032-56320-45056-57344.png,44032,56320,1,0.86317
gridHE__20211011_160350_(3)tile_1047_level1_29696-39936-30720-40960.png,29696,39936,0,0.76271
gridHE__20211011_160350_(3)tile_1871_level1_44032-22528-45056-23552.png,44032,22528,0,0.74238
gridHE__20211011_160350_(3)tile_2084_level1_47104-45056-48128-46080.png,47104,45056,1,0.94945
gridHE__20211011_160350_(3)tile_4179_level1_82944-50176-83968-51200.png,82944,50176,0,0.99942
gridHE__20211011_160350_(3)tile_1198_level1_32768-15360-33792-16384.png,32768,15360,0,0.49233
gridHE__20211011_160350_(3)tile_4159_level1_81920-20480-82944-21504.png,81920,20480,0,0.87749
gridHE__20211011_160350_(3)tile_2282_level1_50176-53248-51200-54272.png,50176,53248,2,0.42433
gridHE__20211011_160350_(3)tile_2134_level1_48128-29696-49152-30720.png,48128,29696,0,0.58799
gridHE__20211011_160350_(3)tile_2959_level1_60416-39936-61440-40960.png,60416,39936,2,0.52418
gridHE__20211011_160350_(3)tile_1887_level1_44032-38912-45056-39936.png,44032,38912,1,0.56000
gridHE__20211011_160350_(3)tile_1064_level1_29696-57344-30720-58368.png,29696,57344,1,0.89776
gridHE__20211011_160350_(3)tile_2913_level1_59392-66560-60416-67584.png,59392,66560,1,0.49478
gridHE__20211011_160350_(3)tile_3068_level1_62464-7168-63488-8192.png,62464,7168,0,0.99101
gridHE__20211011_160350_(3)tile_3184_level1_63488-53248-64512-54272.png,63488,53248,1,0.65241
gridHE__20211011_160350_(3)tile_163_level1_11264-24576-12288-25600.png,11264,24576,0,0.99406
gridHE__20211011_160350_(3)tile_2089_level1_47104-50176-48128-51200.png,47104,50176,1,0.98193
gridHE__20211011_160350_(3)tile_1860_level1_44032-11264-45056-12288.png,44032,11264,0,0.90787
gridHE__20211011_160350_(3)tile_1629_level1_39936-27648-40960-28672.png,39936,27648,0,0.55275
gridHE__20211011_160350_(3)tile_3660_level1_70656-40960-71680-41984.png,70656,40960,1,0.80583
gridHE__20211011_160350_(3)tile_3672_level1_70656-53248-71680-54272.png,70656,53248,0,0.57279
gridHE__20211011_160350_(3)tile_3496_level1_68608-14336-69632-15360.png,68608,14336,0,0.97300
gridHE__20211011_160350_(3)tile_775_level1_24576-49152-25600-50176.png,24576,49152,0,0.78477
gridHE__20211011_160350_(3)tile_991_level1_28672-43008-29696-44032.png,28672,43008,0,0.58730
gridHE__20211011_160350_(3)tile_2585_level1_55296-17408-56320-18432.png,55296,17408,0,0.86469
gridHE__20211011_160350_(3)tile_1258_level1_33792-15360-34816-16384.png,33792,15360,0,0.61214
gridHE__20211011_160350_(3)tile_1499_level1_37888-18432-38912-19456.png,37888,18432,0,0.59603
gridHE__20211011_160350_(3)tile_366_level1_16384-29696-17408-30720.png,16384,29696,0,0.95354
gridHE__20211011_160350_(3)tile_733_level1_23552-62464-24576-63488.png,23552,62464,0,0.89308
gridHE__20211011_160350_(3)tile_4292_level1_87040-64512-88064-65536.png,87040,64512,0,0.99969
gridHE__20211011_160350_(3)tile_2445_level1_53248-15360-54272-16384.png,53248,15360,0,0.51576
gridHE__20211011_160350_(3)tile_881_level1_26624-46080-27648-47104.png,26624,46080,0,0.86402
gridHE__20211011_160350_(3)tile_2600_level1_55296-32768-56320-33792.png,55296,32768,0,0.95430
gridHE__20211011_160350_(3)tile_278_level1_14336-26624-15360-27648.png,14336,26624,0,0.99256
gridHE__20211011_160350_(3)tile_2673_level1_56320-37888-57344-38912.png,56320,37888,2,0.70263
gridHE__20211011_160350_(3)tile_1204_level1_32768-21504-33792-22528.png,32768,21504,1,0.66497
gridHE__20211011_160350_(3)tile_926_level1_27648-34816-28672-35840.png,27648,34816,2,0.54239
gridHE__20211011_160350_(3)tile_58_level1_8192-10240-9216-11264.png,8192,10240,0,0.86089
gridHE__20211011_160350_(3)tile_465_level1_18432-45056-19456-46080.png,18432,45056,0,0.92311
gridHE__20211011_160350_(3)tile_2137_level1_48128-32768-49152-33792.png,48128,32768,1,0.50574
gridHE__20211011_160350_(3)tile_3004_level1_61440-13312-62464-14336.png,61440,13312,0,0.48885
gridHE__20211011_160350_(3)tile_211_level1_12288-37888-13312-38912.png,12288,37888,0,0.99618
gridHE__20211011_160350_(3)tile_1981_level1_45056-68608-46080-69632.png,45056,68608,0,0.99899
gridHE__20211011_160350_(3)tile_268_level1_14336-11264-15360-12288.png,14336,11264,0,0.99348
gridHE__20211011_160350_(3)tile_279_level1_14336-27648-15360-28672.png,14336,27648,0,0.98030
gridHE__20211011_160350_(3)tile_2398_level1_52224-35840-53248-36864.png,52224,35840,1,0.70621
gridHE__20211011_160350_(3)tile_1929_level1_45056-15360-46080-16384.png,45056,15360,0,0.80829
gridHE__20211011_160350_(3)tile_3465_level1_67584-57344-68608-58368.png,67584,57344,0,0.99131
gridHE__20211011_160350_(3)tile_2869_level1_59392-21504-60416-22528.png,59392,21504,0,0.68725
gridHE__20211011_160350_(3)tile_1519_level1_37888-38912-38912-39936.png,37888,38912,0,0.80758
gridHE__20211011_160350_(3)tile_993_level1_28672-45056-29696-46080.png,28672,45056,2,0.52883
gridHE__20211011_160350_(3)tile_2987_level1_60416-69632-61440-70656.png,60416,69632,1,0.38783
gridHE__20211011_160350_(3)tile_1240_level1_32768-58368-33792-59392.png,32768,58368,1,0.82802
gridHE__20211011_160350_(3)tile_713_level1_23552-41984-24576-43008.png,23552,41984,0,0.97591
gridHE__20211011_160350_(3)tile_1964_level1_45056-51200-46080-52224.png,45056,51200,1,0.96897
gridHE__20211011_160350_(3)tile_573_level1_20480-62464-21504-63488.png,20480,62464,0,0.99778
gridHE__20211011_160350_(3)tile_2230_level1_49152-63488-50176-64512.png,49152,63488,0,0.99527
gridHE__20211011_160350_(3)tile_2202_level1_49152-33792-50176-34816.png,49152,33792,0,0.62291
gridHE__20211011_160350_(3)tile_2644_level1_56320-8192-57344-9216.png,56320,8192,0,0.99694
gridHE__20211011_160350_(3)tile_2486_level1_53248-57344-54272-58368.png,53248,57344,0,0.81939
gridHE__20211011_160350_(3)tile_3669_level1_70656-50176-71680-51200.png,70656,50176,0,0.68479
gridHE__20211011_160350_(3)tile_481_level1_18432-61440-19456-62464.png,18432,61440,0,0.99829
gridHE__20211011_160350_(3)tile_195_level1_12288-21504-13312-22528.png,12288,21504,0,0.99722
gridHE__20211011_160350_(3)tile_2540_level1_54272-41984-55296-43008.png,54272,41984,1,0.87969
gridHE__20211011_160350_(3)tile_3035_level1_61440-45056-62464-46080.png,61440,45056,0,0.81447
gridHE__20211011_160350_(3)tile_1471_level1_36864-50176-37888-51200.png,36864,50176,1,0.72986
gridHE__20211011_160350_(3)tile_43_level1_7168-25600-8192-26624.png,7168,25600,2,0.57217
gridHE__20211011_160350_(3)tile_2472_level1_53248-43008-54272-44032.png,53248,43008,1,0.91997
gridHE__20211011_160350_(3)tile_1571_level1_38912-30720-39936-31744.png,38912,30720,2,0.53280
gridHE__20211011_160350_(3)tile_4036_level1_77824-74752-78848-75776.png,77824,74752,1,0.49120
gridHE__20211011_160350_(3)tile_870_level1_26624-34816-27648-35840.png,26624,34816,2,0.85045
gridHE__20211011_160350_(3)tile_118_level1_10240-13312-11264-14336.png,10240,13312,0,0.98730
gridHE__20211011_160350_(3)tile_2499_level1_53248-72704-54272-73728.png,53248,72704,1,0.64326
gridHE__20211011_160350_(3)tile_2179_level1_49152-10240-50176-11264.png,49152,10240,0,0.85620
gridHE__20211011_160350_(3)tile_3690_level1_70656-73728-71680-74752.png,70656,73728,1,0.47541
gridHE__20211011_160350_(3)tile_1634_level1_39936-32768-40960-33792.png,39936,32768,0,0.71390
gridHE__20211011_160350_(3)tile_3396_level1_66560-57344-67584-58368.png,66560,57344,0,0.47061
gridHE__20211011_160350_(3)tile_3814_level1_72704-68608-73728-69632.png,72704,68608,1,0.68595
gridHE__20211011_160350_(3)tile_3572_level1_69632-21504-70656-22528.png,69632,21504,0,0.45215
gridHE__20211011_160350_(3)tile_1764_level1_41984-39936-43008-40960.png,41984,39936,0,0.50679
gridHE__20211011_160350_(3)tile_3509_level1_68608-27648-69632-28672.png,68608,27648,0,0.44162
gridHE__20211011_160350_(3)tile_64_level1_8192-24576-9216-25600.png,8192,24576,0,0.77994
gridHE__20211011_160350_(3)tile_1517_level1_37888-36864-38912-37888.png,37888,36864,0,0.91928
gridHE__20211011_160350_(3)tile_2982_level1_60416-64512-61440-65536.png,60416,64512,0,0.60382
gridHE__20211011_160350_(3)tile_1743_level1_41984-18432-43008-19456.png,41984,18432,0,0.69860
gridHE__20211011_160350_(3)tile_325_level1_15360-37888-16384-38912.png,15360,37888,0,0.98129
gridHE__20211011_160350_(3)tile_2131_level1_48128-26624-49152-27648.png,48128,26624,0,0.90274
gridHE__20211011_160350_(3)tile_4216_level1_84992-40960-86016-41984.png,84992,40960,0,0.98420
gridHE__20211011_160350_(3)tile_678_level1_22528-61440-23552-62464.png,22528,61440,0,0.63758
gridHE__20211011_160350_(3)tile_589_level1_21504-24576-22528-25600.png,21504,24576,0,0.54781
gridHE__20211011_160350_(3)tile_1308_level1_33792-67584-34816-68608.png,33792,67584,0,0.99579
gridHE__20211011_160350_(3)tile_1150_level1_31744-24576-32768-25600.png,31744,24576,0,0.52781
gridHE__20211011_160350_(3)tile_3016_level1_61440-25600-62464-26624.png,61440,25600,0,0.99066
gridHE__20211011_160350_(3)tile_1311_level1_33792-70656-34816-71680.png,33792,70656,0,0.93331
gridHE__20211011_160350_(3)tile_692_level1_23552-20480-24576-21504.png,23552,20480,0,0.66316
gridHE__20211011_160350_(3)tile_1665_level1_39936-64512-40960-65536.png,39936,64512,0,0.84620
gridHE__20211011_160350_(3)tile_334_level1_15360-47104-16384-48128.png,15360,47104,0,0.98971
gridHE__20211011_160350_(3)tile_2636_level1_55296-71680-56320-72704.png,55296,71680,1,0.59355
gridHE__20211011_160350_(3)tile_4183_level1_83968-12288-84992-13312.png,83968,12288,0,0.99876
gridHE__20211011_160350_(3)tile_4146_level1_80896-69632-81920-70656.png,80896,69632,1,0.66087
gridHE__20211011_160350_(3)tile_3723_level1_71680-35840-72704-36864.png,71680,35840,1,0.90446
gridHE__20211011_160350_(3)tile_1356_level1_34816-55296-35840-56320.png,34816,55296,1,0.68099
gridHE__20211011_160350_(3)tile_2421_level1_52224-59392-53248-60416.png,52224,59392,0,0.93761
gridHE__20211011_160350_(3)tile_3907_level1_74752-64512-75776-65536.png,74752,64512,0,0.93080
gridHE__20211011_160350_(3)tile_2674_level1_56320-38912-57344-39936.png,56320,38912,0,0.45194
gridHE__20211011_160350_(3)tile_889_level1_26624-54272-27648-55296.png,26624,54272,1,0.52224
gridHE__20211011_160350_(3)tile_262_level1_13312-49152-14336-50176.png,13312,49152,0,0.92006
gridHE__20211011_160350_(3)tile_2011_level1_46080-32768-47104-33792.png,46080,32768,2,0.44766
gridHE__20211011_160350_(3)tile_2603_level1_55296-35840-56320-36864.png,55296,35840,0,0.76878
gridHE__20211011_160350_(3)tile_1544_level1_37888-64512-38912-65536.png,37888,64512,0,0.96463
gridHE__20211011_160350_(3)tile_2781_level1_57344-78848-58368-79872.png,57344,78848,1,0.74565
gridHE__20211011_160350_(3)tile_2500_level1_53248-73728-54272-74752.png,53248,73728,1,0.67557
gridHE__20211011_160350_(3)tile_3113_level1_62464-54272-63488-55296.png,62464,54272,1,0.48642
gridHE__20211011_160350_(3)tile_948_level1_27648-57344-28672-58368.png,27648,57344,0,0.59972
gridHE__20211011_160350_(3)tile_2855_level1_58368-80896-59392-81920.png,58368,80896,0,0.65042
gridHE__20211011_160350_(3)tile_2898_level1_59392-51200-60416-52224.png,59392,51200,0,0.99831
gridHE__20211011_160350_(3)tile_2340_level1_51200-45056-52224-46080.png,51200,45056,1,0.85509
gridHE__20211011_160350_(3)tile_3294_level1_65536-20480-66560-21504.png,65536,20480,0,0.96806
gridHE__20211011_160350_(3)tile_2233_level1_49152-66560-50176-67584.png,49152,66560,0,0.99943
gridHE__20211011_160350_(3)tile_2586_level1_55296-18432-56320-19456.png,55296,18432,0,0.51393
gridHE__20211011_160350_(3)tile_2266_level1_50176-31744-51200-32768.png,50176,31744,0,0.87553
gridHE__20211011_160350_(3)tile_1157_level1_31744-31744-32768-32768.png,31744,31744,0,0.61873
gridHE__20211011_160350_(3)tile_778_level1_24576-52224-25600-53248.png,24576,52224,0,0.75710
gridHE__20211011_160350_(3)tile_258_level1_13312-45056-14336-46080.png,13312,45056,0,0.97123
gridHE__20211011_160350_(3)tile_585_level1_21504-20480-22528-21504.png,21504,20480,0,0.74764
gridHE__20211011_160350_(3)tile_477_level1_18432-57344-19456-58368.png,18432,57344,0,0.39418
gridHE__20211011_160350_(3)tile_1689_level1_40960-24576-41984-25600.png,40960,24576,0,0.69856
gridHE__20211011_160350_(3)tile_28_level1_6144-35840-7168-36864.png,6144,35840,0,0.89341
gridHE__20211011_160350_(3)tile_1254_level1_33792-11264-34816-12288.png,33792,11264,0,0.99873
gridHE__20211011_160350_(3)tile_3940_level1_75776-56320-76800-57344.png,75776,56320,1,0.52072
gridHE__20211011_160350_(3)tile_3107_level1_62464-48128-63488-49152.png,62464,48128,0,0.68029
gridHE__20211011_160350_(3)tile_123_level1_10240-20480-11264-21504.png,10240,20480,0,0.99372
gridHE__20211011_160350_(3)tile_381_level1_16384-45056-17408-46080.png,16384,45056,0,0.92942
gridHE__20211011_160350_(3)tile_1512_level1_37888-31744-38912-32768.png,37888,31744,0,0.74492
gridHE__20211011_160350_(3)tile_1676_level1_40960-11264-41984-12288.png,40960,11264,0,0.98868
gridHE__20211011_160350_(3)tile_1288_level1_33792-47104-34816-48128.png,33792,47104,0,0.72164
gridHE__20211011_160350_(3)tile_2865_level1_59392-17408-60416-18432.png,59392,17408,0,0.59557
gridHE__20211011_160350_(3)tile_2602_level1_55296-34816-56320-35840.png,55296,34816,2,0.47170
gridHE__20211011_160350_(3)tile_2861_level1_59392-13312-60416-14336.png,59392,13312,0,0.86108
gridHE__20211011_160350_(3)tile_3523_level1_68608-41984-69632-43008.png,68608,41984,1,0.58668
gridHE__20211011_160350_(3)tile_175_level1_11264-36864-12288-37888.png,11264,36864,0,0.95209
gridHE__20211011_160350_(3)tile_2945_level1_60416-25600-61440-26624.png,60416,25600,0,0.99442
gridHE__20211011_160350_(3)tile_3938_level1_75776-54272-76800-55296.png,75776,54272,0,0.88278
gridHE__20211011_160350_(3)tile_2769_level1_57344-66560-58368-67584.png,57344,66560,2,0.49017
gridHE__20211011_160350_(3)tile_3839_level1_73728-29696-74752-30720.png,73728,29696,1,0.48351
gridHE__20211011_160350_(3)tile_2848_level1_58368-73728-59392-74752.png,58368,73728,1,0.51046
gridHE__20211011_160350_(3)tile_965_level1_28672-16384-29696-17408.png,28672,16384,0,0.45728
gridHE__20211011_160350_(3)tile_3100_level1_62464-39936-63488-40960.png,62464,39936,2,0.45458
gridHE__20211011_160350_(3)tile_1601_level1_38912-61440-39936-62464.png,38912,61440,1,0.88440
gridHE__20211011_160350_(3)tile_3026_level1_61440-35840-62464-36864.png,61440,35840,0,0.81566
gridHE__20211011_160350_(3)tile_46_level1_7168-28672-8192-29696.png,7168,28672,0,0.61140
gridHE__20211011_160350_(3)tile_3091_level1_62464-30720-63488-31744.png,62464,30720,0,0.99370
gridHE__20211011_160350_(3)tile_1192_level1_31744-69632-32768-70656.png,31744,69632,0,0.75708
